citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number
66 FR 7853, 01-2398,7854,https://www.federalregister.gov/documents/2001/01/25/01-2398/governmentwide-accountability-for-merit-system-principles-workforce-information,https://www.govinfo.gov/content/pkg/FR-2001-01-25/pdf/01-2398.pdf,Presidential Document,Executive Order,01/25/2001,01/18/2001,7851,Governmentwide Accountability for Merit System Principles; Workforce Information,"",13197
66 FR 7379, 01-2138,7385,https://www.federalregister.gov/documents/2001/01/23/01-2138/lifting-and-modifying-measures-with-respect-to-the-federal-republic-of-yugoslavia-serbia-and,https://www.govinfo.gov/content/pkg/FR-2001-01-23/pdf/01-2138.pdf,Presidential Document,Executive Order,01/23/2001,01/17/2001,7379,Lifting and Modifying Measures With Respect to the Federal Republic of Yugoslavia (Serbia and Montenegro),"Amends: EO 13088, June 9, 1998
See: EO 13121, April 30, 1999; Notice of May 24, 2001 
Revoked by: EO 13304, May 28, 2003",13192
66 FR 7387, 01-2139,7388,https://www.federalregister.gov/documents/2001/01/23/01-2139/federal-leadership-on-global-tobacco-control-and-prevention,https://www.govinfo.gov/content/pkg/FR-2001-01-23/pdf/01-2139.pdf,Presidential Document,Executive Order,01/23/2001,01/18/2001,7387,Federal Leadership on Global Tobacco Control and Prevention,"",13193
66 FR 7389, 01-2140,7390,https://www.federalregister.gov/documents/2001/01/23/01-2140/prohibiting-the-importation-of-rough-diamonds-from-sierra-leone,https://www.govinfo.gov/content/pkg/FR-2001-01-23/pdf/01-2140.pdf,Presidential Document,Executive Order,01/23/2001,01/18/2001,7389,Prohibiting the Importation of Rough Diamonds From Sierra Leone,"Amended by: EO 13213, May 22, 2001
See: Notice of January 15, 2002; Notice of January 16, 2003; EO 13312, July 29, 2003 
Revoked by: EO 13324, January 15, 2004",13194
66 FR 7391, 01-2141,7393,https://www.federalregister.gov/documents/2001/01/23/01-2141/trails-for-america-in-the-21st-century,https://www.govinfo.gov/content/pkg/FR-2001-01-23/pdf/01-2141.pdf,Presidential Document,Executive Order,01/23/2001,01/18/2001,7391,Trails for America in the 21st Century,"",13195
66 FR 7395, 01-2214,7397,https://www.federalregister.gov/documents/2001/01/23/01-2214/final-northwestern-hawaiian-islands-coral-reef-ecosystem-reserve,https://www.govinfo.gov/content/pkg/FR-2001-01-23/pdf/01-2214.pdf,Presidential Document,Executive Order,01/23/2001,01/18/2001,7395,Final Northwestern Hawaiian Islands Coral Reef Ecosystem Reserve,"Amends: EO 13178, December 4, 2000",13196
66 FR 7271, 01-2014,7273,https://www.federalregister.gov/documents/2001/01/22/01-2014/implementation-of-the-african-growth-and-opportunity-act-and-the-united-states-caribbean-basin-trade,https://www.govinfo.gov/content/pkg/FR-2001-01-22/pdf/01-2014.pdf,Presidential Document,Executive Order,01/22/2001,01/17/2001,7269,Implementation of the African Growth and Opportunity Act and the United States-Caribbean Basin Trade Partnership Act,"",13191
66 FR 5421, 01-1813,5423,https://www.federalregister.gov/documents/2001/01/19/01-1813/federal-interagency-task-force-on-the-district-of-columbia,https://www.govinfo.gov/content/pkg/FR-2001-01-19/pdf/01-1813.pdf,Presidential Document,Executive Order,01/19/2001,01/15/2001,5421,Federal Interagency Task Force on the District of Columbia,"",13189
66 FR 5424, 01-1814,5425,https://www.federalregister.gov/documents/2001/01/19/01-1814/presidents-commission-on-educational-resource-equity,https://www.govinfo.gov/content/pkg/FR-2001-01-19/pdf/01-1814.pdf,Presidential Document,Executive Order,01/19/2001,01/15/2001,5424,President's Commission on Educational Resource Equity,"",13190
66 FR 5419, 01-1736,5419,https://www.federalregister.gov/documents/2001/01/18/01-1736/amendment-to-executive-order-13111-extension-of-the-advisory-committee-on-expanding-training,https://www.govinfo.gov/content/pkg/FR-2001-01-18/pdf/01-1736.pdf,Presidential Document,Executive Order,01/18/2001,01/12/2001,5419,"Amendment to Executive Order 13111, Extension of the Advisory Committee on Expanding Training Opportunities","Amends: EO 13111, January 12, 1999
See: EO 13316, September 17, 2003",13188
66 FR 3853, 01-1387,3856,https://www.federalregister.gov/documents/2001/01/17/01-1387/responsibilities-of-federal-agencies-to-protect-migratory-birds,https://www.govinfo.gov/content/pkg/FR-2001-01-17/pdf/01-1387.pdf,Presidential Document,Executive Order,01/17/2001,01/10/2001,3853,Responsibilities of Federal Agencies To Protect Migratory Birds,"",13186
66 FR 3857, 01-1438,3858,https://www.federalregister.gov/documents/2001/01/17/01-1438/the-presidents-disability-employment-partnership-board,https://www.govinfo.gov/content/pkg/FR-2001-01-17/pdf/01-1438.pdf,Presidential Document,Executive Order,01/17/2001,01/10/2001,3857,The President's Disability Employment Partnership Board,"Amends: EO 13078, March 13, 1998
Revokes: EO 12640, May 10, 1988",13187
66 FR 697, 01-255,697,https://www.federalregister.gov/documents/2001/01/03/01-255/revocation-of-executive-order-12834,https://www.govinfo.gov/content/pkg/FR-2001-01-03/pdf/01-255.pdf,Presidential Document,Executive Order,01/03/2001,12/28/2000,695,Revocation of Executive Order 12834,"Revokes: EO 12834, January 20, 1993",13184
66 FR 701, 01-321,702,https://www.federalregister.gov/documents/2001/01/03/01-321/to-strengthen-the-federal-government-university-research-partnership,https://www.govinfo.gov/content/pkg/FR-2001-01-03/pdf/01-321.pdf,Presidential Document,Executive Order,01/03/2001,12/28/2000,699,To Strengthen the Federal Government-University Research Partnership,"",13185
65 FR 82879, 00-33450,82888,https://www.federalregister.gov/documents/2000/12/29/00-33450/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2000-12-29/pdf/00-33450.pdf,Presidential Document,Executive Order,12/29/2000,12/23/2000,82879,Adjustments of Certain Rates of Pay,"Supersedes: EO 13144, December 21, 1999
Superseded by: EO 13249, December 28, 2001",13182
65 FR 82889, 00-33451,82890,https://www.federalregister.gov/documents/2000/12/29/00-33451/establishment-of-the-presidents-task-force-on-puerto-ricos-status,https://www.govinfo.gov/content/pkg/FR-2000-12-29/pdf/00-33451.pdf,Presidential Document,Executive Order,12/29/2000,12/23/2000,82889,Establishment of the President's Task Force on Puerto Rico's Status,"Amended by: EO 13209, April 30, 2001; EO 13319, December 3, 2003; EO 13517, October 30, 2009",13183
65 FR 81321, 00-33004,81323,https://www.federalregister.gov/documents/2000/12/26/00-33004/to-protect-the-privacy-of-protected-health-information-in-oversight-investigations,https://www.govinfo.gov/content/pkg/FR-2000-12-26/pdf/00-33004.pdf,Presidential Document,Executive Order,12/26/2000,12/20/2000,81321,To Protect the Privacy of Protected Health Information in Oversight Investigations,"",13181
65 FR 77487, 00-31692,77490,https://www.federalregister.gov/documents/2000/12/11/00-31692/providing-compensation-to-americas-nuclear-weapons-workers,https://www.govinfo.gov/content/pkg/FR-2000-12-11/pdf/00-31692.pdf,Presidential Document,Executive Order,12/11/2000,12/07/2000,77485,Providing Compensation to America's Nuclear Weapons Workers,"See: EO 13699, June 26, 2015
Continued by:  EO 13708, September 30, 2015;  EO 13811, September 29, 2017",13179
65 FR 77493, 00-31697,77494,https://www.federalregister.gov/documents/2000/12/11/00-31697/air-traffic-performance-based-organization,https://www.govinfo.gov/content/pkg/FR-2000-12-11/pdf/00-31697.pdf,Presidential Document,Executive Order,12/11/2000,12/07/2000,77491,Air Traffic Performance-Based Organization,"Amended by: EO 13264, June 4, 2002",13180
65 FR 76903, 00-31313,76910,https://www.federalregister.gov/documents/2000/12/07/00-31313/northwestern-hawaiian-islands-coral-reef-ecosystem-reserve,https://www.govinfo.gov/content/pkg/FR-2000-12-07/pdf/00-31313.pdf,Presidential Document,Executive Order,12/07/2000,12/04/2000,76901,Northwestern Hawaiian Islands Coral Reef Ecosystem Reserve,"Amended by: EO 13196, January 18, 2001
See: EO 13089, June 11, 1998; EO 13158, May 26, 2000; Proc. 5030, March 10, 1983; Proc. 5928, December 27, 1988; Proc. 7219, September 2, 1999",13178
65 FR 76558, 00-31252,76559,https://www.federalregister.gov/documents/2000/12/06/00-31252/national-commission-on-the-use-of-offsets-in-defense-trade-and-presidents-council-on-the-use-of,https://www.govinfo.gov/content/pkg/FR-2000-12-06/pdf/00-31252.pdf,Presidential Document,Executive Order,12/06/2000,12/04/2000,76558,National Commission on the Use of Offsets in Defense Trade and President's Council on the Use of Offsets in Commercial Trade,"Revoked (in part) by: EO 13316, September 17, 2003",13177
65 FR 71233, 00-30690,71234,https://www.federalregister.gov/documents/2000/11/30/00-30690/facilitation-of-a-presidential-transition,https://www.govinfo.gov/content/pkg/FR-2000-11-30/pdf/00-30690.pdf,Presidential Document,Executive Order,11/30/2000,11/27/2000,71233,Facilitation of a Presidential Transition,"Superseded by: EO 13476, October 9, 2008",13176
65 FR 67249, 00-29003,67252,https://www.federalregister.gov/documents/2000/11/09/00-29003/consultation-and-coordination-with-indian-tribal-governments,https://www.govinfo.gov/content/pkg/FR-2000-11-09/pdf/00-29003.pdf,Presidential Document,Executive Order,11/09/2000,11/06/2000,67249,Consultation and Coordination With Indian Tribal Governments,"Revokes: EO 13084, May 14, 1998
See:  EO 12866, September 30, 1993; EO 12988, February 5, 1996; EO 13132, August 4, 1999; EO 13336, April 30, 2004; Memorandum of April 29, 1994",13175
65 FR 65705, 00-28299,65706,https://www.federalregister.gov/documents/2000/11/02/00-28299/commission-on-workers-communities-and-economic-change-in-the-new-economy,https://www.govinfo.gov/content/pkg/FR-2000-11-02/pdf/00-28299.pdf,Presidential Document,Executive Order,11/02/2000,10/27/2000,65705,"Commission on Workers, Communities, and Economic Change in the New Economy","Revoked by: EO 13218, June 20, 2001",13174
65 FR 64577, 00-27892,64577,https://www.federalregister.gov/documents/2000/10/27/00-27892/amendment-to-executive-order-13078-to-expand-the-role-of-the-national-task-force-on-employment-of,https://www.govinfo.gov/content/pkg/FR-2000-10-27/pdf/00-27892.pdf,Presidential Document,Executive Order,10/27/2000,10/25/2000,64575,"Amendment to Executive Order 13078, To Expand the Role of the National Task Force on Employment of Adults With Disabilities To Include a Focus on Youth","Amends:  EO 13078, March 13, 1998",13172
65 FR 64579, 00-27893,64580,https://www.federalregister.gov/documents/2000/10/27/00-27893/interagency-task-force-on-the-economic-development-of-the-central-san-joaquin-valley,https://www.govinfo.gov/content/pkg/FR-2000-10-27/pdf/00-27893.pdf,Presidential Document,Executive Order,10/27/2000,10/25/2000,64579,Interagency Task Force on the Economic Development of the Central San Joaquin Valley,"Amended by: EO 13359, October 20, 2004",13173
65 FR 61251, 00-26716,61253,https://www.federalregister.gov/documents/2000/10/16/00-26716/hispanic-employment-in-the-federal-government,https://www.govinfo.gov/content/pkg/FR-2000-10-16/pdf/00-26716.pdf,Presidential Document,Executive Order,10/16/2000,10/12/2000,61249,Hispanic Employment in the Federal Government,"See: EO 13583, August 18, 2011",13171
65 FR 60581, 00-26397,60582,https://www.federalregister.gov/documents/2000/10/12/00-26397/assistance-to-small-business-exporters-and-dislocated,https://www.govinfo.gov/content/pkg/FR-2000-10-12/pdf/00-26397.pdf,Presidential Document,Executive Order,10/12/2000,10/06/2000,60581,Assistance to Small Business Exporters and Dislocated,"",13169
65 FR 60827, 00-26446,60830,https://www.federalregister.gov/documents/2000/10/12/00-26446/increasing-opportunities-and-access-for-disadvantaged-businesses,https://www.govinfo.gov/content/pkg/FR-2000-10-12/pdf/00-26446.pdf,Presidential Document,Executive Order,10/12/2000,10/06/2000,60825,Increasing Opportunities and Access for Disadvantaged Businesses,"See:  EO 11625, October 13, 1971",13170
65 FR 58217, 00-24978,58218,https://www.federalregister.gov/documents/2000/09/27/00-24978/presidents-commission-on-improving-economic-opportunity-in-communities-dependent-on-tobacco,https://www.govinfo.gov/content/pkg/FR-2000-09-27/pdf/00-24978.pdf,Presidential Document,Executive Order,09/27/2000,09/22/2000,58215,President's Commission on Improving Economic Opportunity in Communities Dependent on Tobacco Production While Protecting Public Health,"Revoked by: EO 13225, September 28, 2001",13168
65 FR 57079, 00-24364,57079,https://www.federalregister.gov/documents/2000/09/20/00-24364/amendment-to-executive-order-13147-increasing-the-membership-of-the-white-house-commission-on,https://www.govinfo.gov/content/pkg/FR-2000-09-20/pdf/00-24364.pdf,Presidential Document,Executive Order,09/20/2000,09/15/2000,57077,"Amendment to Executive Order 13147, Increasing the Membership of the White House Commission on Complementary and Alternative Medicine Policy","Amends:  EO 13147, March 7, 2000",13167
65 FR 50121, 00-20938,50122,https://www.federalregister.gov/documents/2000/08/16/00-20938/improving-access-to-services-for-persons-with-limited-english-proficiency,https://www.govinfo.gov/content/pkg/FR-2000-08-16/pdf/00-20938.pdf,Presidential Document,Executive Order,08/16/2000,08/11/2000,50119,Improving Access to Services for Persons With Limited English Proficiency,"See:  Department of Justice notice of August 16, 2000 (65 FR 50123)",13166
65 FR 49469, 00-20670,49470,https://www.federalregister.gov/documents/2000/08/14/00-20670/creation-of-the-white-house-task-force-on-drug-use-in-sports-and-authorization-for-the-director-of,https://www.govinfo.gov/content/pkg/FR-2000-08-14/pdf/00-20670.pdf,Presidential Document,Executive Order,08/14/2000,08/09/2000,49469,Creation of the White House Task Force on Drug Use in Sports and Authorization for the Director of the Office of National Drug Control Policy To Serve as the United States Government's Representative on the Board of the World Anti-Doping Agency,"Amended by: EO 13286, February 28, 2003",13165
65 FR 46563, 00-19322,46564,https://www.federalregister.gov/documents/2000/07/28/00-19322/increasing-the-opportunity-for-individuals-with-disabilities-to-be-employed-in-the-federal,https://www.govinfo.gov/content/pkg/FR-2000-07-28/pdf/00-19322.pdf,Presidential Document,Executive Order,07/28/2000,07/26/2000,46561,Increasing the Opportunity for Individuals With Disabilities To Be Employed in the Federal Government,"See: EO 13548, July 26, 2010; EO 13583, August 18, 2011",13163
65 FR 46565, 00-19323,46566,https://www.federalregister.gov/documents/2000/07/28/00-19323/requiring-federal-agencies-to-establish-procedures-to-facilitate-the-provision-of-reasonable,https://www.govinfo.gov/content/pkg/FR-2000-07-28/pdf/00-19323.pdf,Presidential Document,Executive Order,07/28/2000,07/26/2000,46565,Requiring Federal Agencies To Establish Procedures To Facilitate the Provision of Reasonable Accommodation,"",13164
65 FR 43211, 00-17829,43212,https://www.federalregister.gov/documents/2000/07/12/00-17829/federal-career-intern-program,https://www.govinfo.gov/content/pkg/FR-2000-07-12/pdf/00-17829.pdf,Presidential Document,Executive Order,07/12/2000,07/06/2000,43209,Federal Career Intern Program,"Revokes: EO 12596, May 7, 1987
Revoked by: EO 13562, December 27, 2010",13162
65 FR 41543, 00-17174,41543,https://www.federalregister.gov/documents/2000/07/05/00-17174/establishment-of-the-presidential-medal-of-valor-for-public-safety-officers,https://www.govinfo.gov/content/pkg/FR-2000-07-05/pdf/00-17174.pdf,Presidential Document,Executive Order,07/05/2000,06/29/2000,41541,Establishment of the Presidential Medal of Valor for Public Safety Officers,"",13161
65 FR 39775, 00-16434,39778,https://www.federalregister.gov/documents/2000/06/27/00-16434/nondiscrimination-on-the-basis-of-race-sex-color-national-origin-disability-religion-age-sexual,https://www.govinfo.gov/content/pkg/FR-2000-06-27/pdf/00-16434.pdf,Presidential Document,Executive Order,06/27/2000,06/23/2000,39775,"Nondiscrimination on the Basis of Race, Sex, Color, National Origin, Disability, Religion, Age, Sexual Orientation, and Status as a Parent in Federally Conducted Education and Training Programs","See:  EO 12250, November 2, 1980",13160
65 FR 39279, 00-16252,39280,https://www.federalregister.gov/documents/2000/06/26/00-16252/blocking-property-of-the-government-of-the-russian-federation-relating-to-the-disposition-of-highly,https://www.govinfo.gov/content/pkg/FR-2000-06-26/pdf/00-16252.pdf,Presidential Document,Executive Order,06/26/2000,06/21/2000,39279,Blocking Property of the Government of the Russian Federation Relating to the Disposition of Highly Enriched Uranium Extracted From Nuclear Weapons,"See:  EO 12938, November 14, 1994; EO 13085, May 26, 1998; Notice of June 18, 2002; Notice of June 10, 2003; Notice of June 16, 2004; Notice of June 17, 2005; Notice of June 19, 2006; Notice of June 19, 2007; Notice of June 18, 2008; Notice of June 18, 2009; Notice of June 17, 2010",13159
65 FR 34909, 00-13830,34911,https://www.federalregister.gov/documents/2000/05/31/00-13830/marine-protected-areas,https://www.govinfo.gov/content/pkg/FR-2000-05-31/pdf/00-13830.pdf,Presidential Document,Executive Order,05/31/2000,05/26/2000,34909,Marine Protected Areas,"See:  Proc. 5030, March 10, 1983; Proc. 5928, December 27, 1988; Proc. 7219, September 2, 1999; EO 13178, December 4, 2000
Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017",13158
65 FR 34035, 00-13367,34037,https://www.federalregister.gov/documents/2000/05/25/00-13367/increasing-opportunities-for-women-owned-small-businesses,https://www.govinfo.gov/content/pkg/FR-2000-05-25/pdf/00-13367.pdf,Presidential Document,Executive Order,05/25/2000,05/23/2000,34033,Increasing Opportunities for Women-Owned Small Businesses,"",13157
65 FR 31785, 00-12840,31785,https://www.federalregister.gov/documents/2000/05/19/00-12840/amendment-to-executive-order-12871-regarding-the-national-partnership-council,https://www.govinfo.gov/content/pkg/FR-2000-05-19/pdf/00-12840.pdf,Presidential Document,Executive Order,05/19/2000,05/17/2000,31785,Amendment to Executive Order 12871 Regarding the National Partnership Council,"Amends:  EO 12871, October 1, 1993
See: EO 12983, December 21, 1995; EO 13203, February 17, 2001",13156
65 FR 30521, 00-12177,30523,https://www.federalregister.gov/documents/2000/05/12/00-12177/access-to-hivaids-pharmaceuticals-and-medical,https://www.govinfo.gov/content/pkg/FR-2000-05-12/pdf/00-12177.pdf,Presidential Document,Executive Order,05/12/2000,05/10/2000,30521,Access to HIV/AIDS Pharmaceuticals and Medical,"",13155
65 FR 26475, 00-11531,26477,https://www.federalregister.gov/documents/2000/05/05/00-11531/actions-to-improve-low-performing-schools,https://www.govinfo.gov/content/pkg/FR-2000-05-05/pdf/00-11531.pdf,Presidential Document,Executive Order,05/05/2000,05/03/2000,26473,Actions To Improve Low-Performing Schools,"",13153
65 FR 26479, 00-11532,26479,https://www.federalregister.gov/documents/2000/05/05/00-11532/establishing-the-kosovo-campaign-medal,https://www.govinfo.gov/content/pkg/FR-2000-05-05/pdf/00-11532.pdf,Presidential Document,Executive Order,05/05/2000,05/03/2000,26479,Establishing the Kosovo Campaign Medal,"Amended by: EO 13286, February 28, 2003
See: EO 10977, December 4, 1961; EO 12985, January 11, 1996",13154
65 FR 26115, 00-11336,26115,https://www.federalregister.gov/documents/2000/05/04/00-11336/further-amendment-to-executive-order-11478-equal-employment-opportunity-in-federal-government,https://www.govinfo.gov/content/pkg/FR-2000-05-04/pdf/00-11336.pdf,Presidential Document,Executive Order,05/04/2000,05/02/2000,26115,"Further Amendment to Executive Order 11478, Equal Employment Opportunity in Federal Government","Amends:  EO 11478, August 8, 1969
Note: This Executive order expands equal employment policy in the Federal Government by prohibiting discrimination based on parental status.",13152
65 FR 25619, 00-11070,25621,https://www.federalregister.gov/documents/2000/05/02/00-11070/global-disaster-information-network,https://www.govinfo.gov/content/pkg/FR-2000-05-02/pdf/00-11070.pdf,Presidential Document,Executive Order,05/02/2000,04/27/2000,25617,Global Disaster Information Network,"Amended by: EO 13284, January 23, 2003",13151
65 FR 24595, 00-10550,24606,https://www.federalregister.gov/documents/2000/04/26/00-10550/greening-the-government-through-leadership-in,https://www.govinfo.gov/content/pkg/FR-2000-04-26/pdf/00-10550.pdf,Presidential Document,Executive Order,04/26/2000,04/21/2000,24593,Greening the Government Through Leadership in,"Revokes: EO 12088, October 13, 1978 (in part); EO 12843, April 21, 1993; EO 12856, August 3, 1993; EO 12969, August 8, 1995; Memorandum of April 26, 1994
Revoked by: EO 13423, January 24, 2007;;
See: EO 13101, September 14, 1998; EO 13123, June 3, 1999; EO 13134, August 12, 1999",13148
65 FR 24607, 00-10551,24611,https://www.federalregister.gov/documents/2000/04/26/00-10551/greening-the-government-through-federal-fleet-and,https://www.govinfo.gov/content/pkg/FR-2000-04-26/pdf/00-10551.pdf,Presidential Document,Executive Order,04/26/2000,04/21/2000,24607,Greening the Government Through Federal Fleet and,"Revokes: EO 13031, December 13, 1996
Revoked by: EO 13423, January 24, 2007;;
See:  EO 13101, September 14, 1998; Proc. 7308, May 15, 2000 (65 FR 31783)",13149
65 FR 24613, 00-10552,24614,https://www.federalregister.gov/documents/2000/04/26/00-10552/federal-workforce-transportation,https://www.govinfo.gov/content/pkg/FR-2000-04-26/pdf/00-10552.pdf,Presidential Document,Executive Order,04/26/2000,04/21/2000,24613,Federal Workforce Transportation,"",13150
65 FR 13233, 00-6126,13234,https://www.federalregister.gov/documents/2000/03/10/00-6126/white-house-commission-on-complementary-and-alternative-medicine-policy,https://www.govinfo.gov/content/pkg/FR-2000-03-10/pdf/00-6126.pdf,Presidential Document,Executive Order,03/10/2000,03/07/2000,13231,White House Commission on Complementary and Alternative Medicine Policy,"Amended by: EO 13167, September 15, 2000
Revoked by: EO 13316, September 17, 2003",13147
65 FR 11201, 00-5209,11202,https://www.federalregister.gov/documents/2000/03/02/00-5209/presidents-council-on-the-future-of-princeville-north-carolina,https://www.govinfo.gov/content/pkg/FR-2000-03-02/pdf/00-5209.pdf,Presidential Document,Executive Order,03/02/2000,02/29/2000,11201,"President's Council on the Future of Princeville, North Carolina","",13146
65 FR 6877, 00-3331,6880,https://www.federalregister.gov/documents/2000/02/10/00-3331/to-prohibit-discrimination-in-federal-employment-based-on-genetic-information,https://www.govinfo.gov/content/pkg/FR-2000-02-10/pdf/00-3331.pdf,Presidential Document,Executive Order,02/10/2000,02/08/2000,6875,To Prohibit Discrimination in Federal Employment Based on Genetic Information,"",13145
64 FR 72237, 99-33511,72247,https://www.federalregister.gov/documents/1999/12/23/99-33511/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-1999-12-23/pdf/99-33511.pdf,Presidential Document,Executive Order,12/23/1999,12/21/1999,72237,Adjustments of Certain Rates of Pay,"Supersedes: EO 13106, December 7, 1998 (in part)
Superseded by: EO 13182, December 23, 2000",13144
64 FR 68273, 99-31748,68273,https://www.federalregister.gov/documents/1999/12/06/99-31748/amending-executive-order-10173-as-amended-prescribing-regulations-relating-to-the-safeguarding-of,https://www.govinfo.gov/content/pkg/FR-1999-12-06/pdf/99-31748.pdf,Presidential Document,Executive Order,12/06/1999,12/01/1999,68273,"Amending Executive Order 10173, as Amended, Prescribing Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States","Amends: EO 10173, October 18, 1950",13143
64 FR 66089, 99-30687,66090,https://www.federalregister.gov/documents/1999/11/23/99-30687/amendment-to-executive-order-12958-classified-national-security-information,https://www.govinfo.gov/content/pkg/FR-1999-11-23/pdf/99-30687.pdf,Presidential Document,Executive Order,11/23/1999,11/19/1999,66089,Amendment To Executive Order 12958-Classified National Security Information,"Amends: EO 12958, April 17, 1995",13142
64 FR 63169, 99-30346,63170,https://www.federalregister.gov/documents/1999/11/18/99-30346/environmental-review-of-trade-agreements,https://www.govinfo.gov/content/pkg/FR-1999-11-18/pdf/99-30346.pdf,Presidential Document,Executive Order,11/18/1999,11/16/1999,63169,Environmental Review of Trade Agreements,"",13141
64 FR 55115, 99-26670,55123,https://www.federalregister.gov/documents/1999/10/12/99-26670/1999-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-1999-10-12/pdf/99-26670.pdf,Presidential Document,Executive Order,10/12/1999,10/06/1999,55115,"1999 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984
See: EO 12484, July 13, 1984; EO 12550, February 19, 1986; EO 12586, March 3, 1987; EO 12708, March 23, 1990; EO 12767, June 27, 1991; EO 12888, December 23, 1993; EO 12936, November 10, 1994; EO 12960, May 12, 1995; EO 13086, May 27, 1998",13140
64 FR 54175, 99-26078,54178,https://www.federalregister.gov/documents/1999/10/05/99-26078/improving-health-protection-of-military-personnel-participating-in-particular-military-operations,https://www.govinfo.gov/content/pkg/FR-1999-10-05/pdf/99-26078.pdf,Presidential Document,Executive Order,10/05/1999,09/30/1999,54175,Improving Health Protection of Military Personnel Participating in Particular Military Operations,"See: Food and Drug Administration rule of May 25, 1999 (64 FR 54180)",13139
64 FR 53879, 99-25958,53881,https://www.federalregister.gov/documents/1999/10/04/99-25958/continuance-of-certain-federal-advisory-committees,https://www.govinfo.gov/content/pkg/FR-1999-10-04/pdf/99-25958.pdf,Presidential Document,Executive Order,10/04/1999,09/30/1999,53879,Continuance of Certain Federal Advisory Committees,"Amends: EO 12131, May 4, 1979; EO 12345, February 2, 1982; EO 12367, June 15, 1982; EO 13115, March 25, 1999
Supersedes: EO 13062, September 29, 1997 (in part)
Revokes: EO 12852, June 29, 1993; EO 12961, May 26, 1995; EO 13010, July 15, 1996, (in part); EO 13017, September 5, 1996; EO 13037, March 3, 1997; EO 13038, March 11, 1997; EO 13050, June 13, 1997
Superseded by: EO 13225, September 28, 2001 (in part)
Revoked by: EO 13226, September 30, 2001 (in part)",13138
64 FR 50733, 99-24582,50733,https://www.federalregister.gov/documents/1999/09/20/99-24582/amendment-to-executive-order-12975-as-amended-national-bioethics-advisory-commission,https://www.govinfo.gov/content/pkg/FR-1999-09-20/pdf/99-24582.pdf,Presidential Document,Executive Order,09/20/1999,09/15/1999,50733,"Amendment to Executive Order 12975, as Amended, National Bioethics Advisory Commission","Amends: EO 12975, October 3, 1995
See: EO 13316, September 17, 2003",13137
64 FR 48931, 99-23508,48931,https://www.federalregister.gov/documents/1999/09/08/99-23508/amendment-to-executive-order-13090-presidents-commission-on-the-celebration-of-women-in-american,https://www.govinfo.gov/content/pkg/FR-1999-09-08/pdf/99-23508.pdf,Presidential Document,Executive Order,09/08/1999,09/03/1999,48931,"Amendment to Executive Order 13090, President's Commission on the Celebration of Women in American History","Amends: EO 13090, June 29, 1998",13136
64 FR 47339, 99-22778,47339,https://www.federalregister.gov/documents/1999/08/31/99-22778/amendment-to-executive-order-12216-presidents-committee-on-the-international-labor-organization,https://www.govinfo.gov/content/pkg/FR-1999-08-31/pdf/99-22778.pdf,Presidential Document,Executive Order,08/31/1999,08/27/1999,47339,"Amendment to Executive Order 12216, President's Committee on the International Labor Organization","Amends: EO 12216, June 18, 1980",13135
64 FR 44639, 99-21392,44642,https://www.federalregister.gov/documents/1999/08/16/99-21392/developing-and-promoting-biobased-products-and-bioenergy,https://www.govinfo.gov/content/pkg/FR-1999-08-16/pdf/99-21392.pdf,Presidential Document,Executive Order,08/16/1999,08/12/1999,44639,Developing and Promoting Biobased Products and Bioenergy,"Revoked by: EO 13225, September 28, 2001 (in part); EO 13423, January 24, 2007
See: EO 13148, April 21, 2000",13134
64 FR 43895, 99-20924,43896,https://www.federalregister.gov/documents/1999/08/11/99-20924/working-group-on-unlawful-conduct-on-the-internet,https://www.govinfo.gov/content/pkg/FR-1999-08-11/pdf/99-20924.pdf,Presidential Document,Executive Order,08/11/1999,08/05/1999,43895,Working Group on Unlawful Conduct on the Internet,"Amended by: EO 13286, February 28, 2003",13133
64 FR 43255, 99-20729,43259,https://www.federalregister.gov/documents/1999/08/10/99-20729/federalism,https://www.govinfo.gov/content/pkg/FR-1999-08-10/pdf/99-20729.pdf,Presidential Document,Executive Order,08/10/1999,08/04/1999,43255,Federalism,"Revokes: EO 12612, October 26, 1987; EO 12875, October 26, 1993; EO 13083, May 14, 1998; EO 13095, August 5, 1998;;
Supplements: EO 12372, July 14, 1982; EO 12866, September 30, 1993; EO 12988, February 5, 1996
See: EO 13175, November 6, 2000",13132
